games, wins, q_loss, v_loss
30, 21, 0.043046434427453685, 0.026418786136294142
30, 6, 0.027130246894850454, 0.016253497899101643
30, 21, 0.022489588158582006, 0.014403731987584175
30, 15, 0.020559583903499733, 0.013792279791110348
30, 16, 0.021313341221769026, 0.01270040612755207
30, 22, 0.019819685634680024, 0.011891201839399679
30, 15, 0.025850731963110943, 0.012365780594001131
30, 12, 0.025970101423029395, 0.012069772365786345
30, 18, 0.026337922352756067, 0.010772580324587316
30, 18, 0.025605736671958198, 0.009951310480446942
30, 10, 0.035014108367088875, 0.011322133268478802
30, 12, 0.035595172997033575, 0.011361650286786614
30, 19, 0.03175972029288985, 0.011127646341379489
30, 11, 0.0315409117480626, 0.011134478133025783
30, 21, 0.03317290828529218, 0.009960597404412623
30, 8, 0.03195979588688264, 0.009959074419529285
30, 17, 0.035656073628112565, 0.010023381902340834
30, 16, 0.03590701382812936, 0.010173473270981163
30, 22, 0.03550052225484324, 0.009949666838985896
30, 18, 0.0345603730797785, 0.010158964807370448
30, 16, 0.037632269189372444, 0.00957014540453557
30, 15, 0.03750628599943912, 0.00964951632212467
30, 20, 0.037579581061461406, 0.009319344659819706
30, 18, 0.03730179528035792, 0.009673300769185393
30, 13, 0.038618955301333906, 0.009889917250072395
30, 17, 0.039234821312964775, 0.010384687342218469
30, 17, 0.04079679993345692, 0.0098562547589055
30, 15, 0.04074056003833573, 0.00981170419526065
30, 22, 0.04531017267921318, 0.010512114210087013
30, 17, 0.04475254465569771, 0.01040810444472651
30, 17, 0.04300314039402809, 0.010173318318408633
30, 19, 0.043926417463740666, 0.010423675323782366
30, 14, 0.0466982538340922, 0.01093303478933247
30, 16, 0.045795091113824585, 0.010252211457938554
30, 15, 0.04721448463219472, 0.010841156952419728
30, 15, 0.04718437108939049, 0.01101965513267246
30, 20, 0.059549230112116956, 0.01271386967272119
30, 17, 0.05960194548708663, 0.01241911747336188
30, 19, 0.06268005739093263, 0.01270289770899476
30, 24, 0.061998037359919475, 0.012739456540188447
30, 16, 0.06663769515570492, 0.012763318820149222
30, 18, 0.06716704124045296, 0.013073030243190604
30, 19, 0.06821391597724615, 0.01346155610562597
30, 17, 0.0686657169375138, 0.012907878151333117
30, 18, 0.0706989733782643, 0.014259119468926952
30, 16, 0.07099164737285012, 0.013676699774805446
30, 17, 0.07053703428545129, 0.01421432180913302
30, 18, 0.07062088849685955, 0.014097774994564834
30, 15, 0.06834690602211832, 0.01416372485043656
30, 21, 0.06885046752441175, 0.013582249543215415
30, 24, 0.06566232656769001, 0.013529823446636625
30, 15, 0.06506473213546822, 0.013465701743739874
30, 19, 0.06123934342375012, 0.013463560098459594
30, 26, 0.06139351443038028, 0.01329032860295166
30, 21, 0.06494667113417603, 0.014309371833298622
30, 22, 0.06432356781181539, 0.013758819536519952
30, 25, 0.07080625907193852, 0.014432661693301133
30, 26, 0.07076417895166513, 0.014373996241391157
30, 26, 0.07789413221803904, 0.014511899011907138
30, 20, 0.07682891762497268, 0.014391883425935184
30, 23, 0.0754041858204269, 0.014294288136576922
30, 23, 0.07502659149741189, 0.013804751190739463
30, 19, 0.07669117168818666, 0.013837512673637878
30, 23, 0.07701608934199686, 0.013811799549358433
30, 19, 0.07855162935216085, 0.013861108505356632
30, 22, 0.0791321968038878, 0.013697574134888894
30, 17, 0.09045597831087118, 0.01456330292114543
30, 23, 0.09054726322157304, 0.014684845912204203
30, 22, 0.09793073089348332, 0.015030915186352583
30, 21, 0.09717416447143373, 0.015363617540327607
30, 25, 0.09780045120231419, 0.014502092011000039
30, 23, 0.09818762953260116, 0.01438586580971743
