games, wins, q_loss, v_loss
games, wins, q_loss, v_loss
games, wins, q_loss, v_loss
30, 11, 0.0804175026279428, 0.07289638891588976
30, 17, 0.055793236417369864, 0.052920141380181966
30, 12, 0.05248693328714517, 0.052345290946946045
30, 12, 0.049644593591047136, 0.051055973513098804
30, 19, 0.035633486658799944, 0.03174233027172789
30, 14, 0.03473986468410916, 0.031249862463612634
30, 10, 0.03486342714905756, 0.03101322639952028
30, 17, 0.034857104428825156, 0.030900501663712696
30, 20, 0.03781077050559314, 0.028035275869261092
30, 14, 0.037805408507472625, 0.028486413615750907
30, 14, 0.03711683983523962, 0.02750450047244882
30, 16, 0.03835681964028145, 0.027905637097801576
30, 12, 0.04070278090346339, 0.028469201679240726
30, 19, 0.042234190893296816, 0.02872782557087892
30, 12, 0.042364262552137225, 0.028822512231395613
30, 13, 0.042544223049103644, 0.02929800363266692
30, 15, 0.04875085194575931, 0.031080082177724944
30, 14, 0.04914658564644358, 0.031850019517958524
30, 9, 0.04829425198959263, 0.030554839744202457
30, 14, 0.04714640500146499, 0.029234829482064895
30, 16, 0.04727540113963182, 0.030092733053105128
30, 16, 0.04863956941910023, 0.029801534643499158
30, 14, 0.050035279370831014, 0.030262554331927073
30, 17, 0.04716551147444703, 0.028123203135585167
30, 18, 0.0565971251068381, 0.031427050676458554
30, 10, 0.056550503509253766, 0.03095054191789198
30, 19, 0.056150317308232514, 0.03038888341008621
30, 19, 0.0543298819917509, 0.029246842175700727
30, 15, 0.05271324859042539, 0.031109158709533846
30, 12, 0.0525182743808075, 0.030467652921152086
30, 11, 0.05390294610480795, 0.031144825229797207
30, 13, 0.05290497555835532, 0.02879693917862523
30, 13, 0.05408701211385126, 0.031864375710054876
30, 11, 0.05318469219177357, 0.03104693124167109
30, 15, 0.05482781485224946, 0.031931043606265946
30, 14, 0.05294411522610225, 0.03093815495055866
30, 20, 0.055622866598069164, 0.03288659637584512
30, 9, 0.05520668838070717, 0.0322846229636036
30, 13, 0.056333826770949905, 0.03314429330471231
30, 14, 0.05473829503786557, 0.031820753191691094
30, 19, 0.0577652880775656, 0.034395617701480106
30, 15, 0.05783193267757399, 0.034733426120625716
30, 9, 0.05751881257679903, 0.034359003042459084
30, 12, 0.05768744783679988, 0.03351599424701022
30, 13, 0.0566940020633798, 0.034858628291914016
