games, wins, q_loss, v_loss
30, 5, 0.0688096745365852, 0.07198488822159105
30, 11, 0.014677687449375, 0.015464434409523642
30, 11, 0.011361919818266949, 0.011851263452046672
30, 16, 0.011908691600147712, 0.012523281004683622
30, 13, 0.01140037889694213, 0.012024918430227743
30, 14, 0.011044565394701285, 0.01139491726472012
30, 9, 0.011052811407633277, 0.01137620256164151
30, 15, 0.01025378459456765, 0.010606926824447168
30, 19, 0.01011883641090198, 0.010599334139858503
30, 13, 0.010020590130943214, 0.01043585489148768
30, 11, 0.009879801801225965, 0.010433806608156402
30, 14, 0.010068453332530314, 0.010538815810235108
30, 13, 0.009495419245100695, 0.010023311523137136
30, 17, 0.009345220567558973, 0.010074765492223211
30, 19, 0.009511656625523364, 0.01005925877858157
30, 14, 0.009587060169465585, 0.010177847108667855
30, 17, 0.009565292795376372, 0.01032895283817015
30, 12, 0.009460704304738495, 0.010042211739445224
30, 15, 0.009901989255186063, 0.010396146565391822
30, 11, 0.009953161933074339, 0.010567803320451872
30, 17, 0.009896490214176098, 0.010609865435099262
30, 16, 0.01039321856658145, 0.01102888937128492
30, 6, 0.010682019984169603, 0.01131934942692955
30, 20, 0.010373296833218337, 0.010911955921858585
30, 13, 0.010464914206668901, 0.011220667926798853
30, 8, 0.010816721910806534, 0.011292082778720973
30, 13, 0.010799289034966988, 0.011766785245713712
30, 16, 0.010961146162147202, 0.011622815001402423
30, 15, 0.010594537056920305, 0.01121798356139393
30, 15, 0.01156376290803369, 0.012289634065198224
30, 16, 0.011378125972280634, 0.012202349333987965
30, 17, 0.011392267444486483, 0.012349080748371847
30, 12, 0.01212743263608458, 0.013066388542885296
30, 14, 0.012313494144253095, 0.013256888053311596
30, 16, 0.011446560281247423, 0.01228145182742244
30, 11, 0.012374669014717492, 0.013312309786819732
30, 17, 0.012177511631409567, 0.013207685600636327
30, 14, 0.01217808814366341, 0.01287388478132139
30, 16, 0.013294653697837186, 0.014228988009769185
30, 18, 0.012864773897641964, 0.01383369882794404
30, 14, 0.01212847099151522, 0.012887726864867919
30, 18, 0.013054544069746038, 0.013848675074952407
30, 14, 0.012748261856450656, 0.01412647977594059
30, 18, 0.013177402973287618, 0.014350960605936425
30, 20, 0.013034272542431377, 0.014240111407586891
30, 13, 0.012988173003904323, 0.01428276484235071
30, 16, 0.013344767972588063, 0.014955678884537839
30, 18, 0.013714446792529408, 0.015045111368302453
30, 16, 0.01264184345904317, 0.013684668755445798
30, 10, 0.012420816591030169, 0.013538278495699394
30, 21, 0.012184293886293551, 0.013434216608280558
30, 18, 0.012620324387623425, 0.013842125001264508
30, 13, 0.012793503807162451, 0.013944019927121985
30, 13, 0.012871975096529169, 0.014188415616445125
30, 19, 0.012406853227994756, 0.01384803010566029
30, 20, 0.012963784695343957, 0.01421847690650113
30, 14, 0.012249918815831729, 0.013698125960404917
30, 16, 0.011849517881444692, 0.013058077040227097
30, 22, 0.012397608378677526, 0.01383272593555033
30, 16, 0.012652201925559383, 0.013872852642059444
30, 14, 0.012827353019003665, 0.014192183954871965
30, 15, 0.0135442256305127, 0.015572891013282146
30, 16, 0.01254371268760382, 0.013700010720098339
30, 16, 0.01049731262448942, 0.01150470893812568
30, 17, 0.011205838892393086, 0.012098990543488565
30, 18, 0.010369378146826726, 0.011190989044078009
30, 19, 0.01139948030211569, 0.012266233737590811
30, 18, 0.010367695728796825, 0.011442674275431657
30, 16, 0.010036903528353423, 0.01142522737512943
30, 19, 0.010429501123031804, 0.011510459282564833
30, 17, 0.009736213445799096, 0.010810441351209977
30, 16, 0.011190767759285713, 0.012176493649123184
30, 17, 0.009516652350179067, 0.010345698367028608
30, 19, 0.009154130597857862, 0.009936778369979625
30, 20, 0.008509331294311662, 0.009670870461136197
30, 17, 0.008642909117523776, 0.009852988655862932
30, 20, 0.008416524867976746, 0.009532175745094582
30, 17, 0.008190760582810774, 0.009421549299637053
30, 16, 0.008264364366977254, 0.009398799965048154
30, 16, 0.007899630162203134, 0.00925072477773243
30, 15, 0.008512484694605636, 0.009889049707436854
30, 17, 0.008315413482039577, 0.009422164135546772
30, 16, 0.00787699399810136, 0.009070316966089079
30, 20, 0.008131491187491404, 0.009504565661291176
30, 14, 0.00820752645705262, 0.009477485835455336
30, 19, 0.00854659281543578, 0.009756075325557102
30, 18, 0.008195220847724616, 0.009471584968485873
30, 22, 0.008299779554809613, 0.009797303220219539
30, 18, 0.008295281317776808, 0.009603322948404483
30, 20, 0.007808300098648626, 0.008945327788698384
30, 21, 0.00781377345527889, 0.009298766418499698
30, 19, 0.0075739946966185325, 0.009031021371962798
30, 19, 0.007753750675955781, 0.009028519517751825
30, 21, 0.007903875801406359, 0.009296957465698537
30, 19, 0.008140383789932683, 0.009704486261921932
30, 16, 0.007940846653488475, 0.009501382500381964
30, 19, 0.007871405115879396, 0.009303514764060567
30, 18, 0.007915183565187353, 0.009451494846319134
30, 18, 0.007980081577899893, 0.009823883642848657
30, 15, 0.007826837627279508, 0.009548045769356263
